"Temperature","Magnetization"
0.05,0.7752000000000002
0.1,0.8108000000000004
0.15,0.7932000000000002
0.2,0.7756000000000003
0.25,0.7968800000000001
0.3,0.7989600000000002
0.35,0.8336000000000002
0.4,0.8145600000000002
0.45,0.8492000000000002
0.5,0.8666400000000002
0.55,0.8926000000000002
0.6,0.93428
0.65,0.96204
0.7,0.9760800000000001
0.75,0.9884799999999999
0.8,0.9852000000000001
0.85,0.99244
0.9,0.9950399999999999
0.95,0.9948400000000002
1.0,0.9944
1.05,0.99124
1.1,0.9918800000000001
1.15,0.9852000000000002
1.2,0.98288
1.25,0.9809599999999998
1.3,0.97428
1.35,0.9653599999999997
1.4,0.9598399999999999
1.45,0.9481199999999997
1.5,0.9442399999999996
1.55,0.92464
1.6,0.9060399999999997
1.65,0.8915599999999998
1.7,0.8592799999999998
1.75,0.84
1.8,0.8075200000000001
1.85,0.74832
1.9,0.7233200000000001
1.95,0.6926800000000001
2.0,0.6429999999999997
2.05,0.5865600000000002
2.1,0.5488400000000001
2.15,0.49988000000000005
2.2,0.4677600000000001
2.25,0.4302
2.3,0.39199999999999996
2.35,0.37500000000000006
2.4,0.3640799999999999
2.45,0.3228800000000001
2.5,0.3130799999999999
2.55,0.31283999999999995
2.6,0.27331999999999995
2.65,0.2639999999999999
2.7,0.25972
2.75,0.25559999999999994
2.8,0.24483999999999997
2.85,0.23035999999999993
2.9,0.2272399999999999
2.95,0.22759999999999997
3.0,0.21295999999999998
3.05,0.2015199999999999
3.1,0.19563999999999987
3.15,0.19535999999999984
3.2,0.18827999999999992
3.25,0.18439999999999993
3.3,0.1856799999999999
3.35,0.17819999999999991
3.4,0.17899999999999994
3.45,0.1680799999999999
3.5,0.1733199999999999
3.55,0.17911999999999995
3.6,0.17231999999999992
3.65,0.1624
3.7,0.15715999999999988
3.75,0.15615999999999985
3.8,0.1639599999999999
3.85,0.16087999999999994
3.9,0.1415599999999999
3.95,0.14735999999999996
4.0,0.1453599999999999
4.05,0.1478799999999999
4.1,0.14543999999999993
4.15,0.14047999999999994
4.2,0.14647999999999992
4.25,0.14107999999999993
4.3,0.13811999999999985
4.35,0.1360399999999999
4.4,0.1353999999999999
4.45,0.1354799999999999
4.5,0.1258799999999999
4.55,0.13659999999999997
4.6,0.12995999999999996
4.65,0.13411999999999988
4.7,0.1310399999999999
4.75,0.13227999999999993
4.8,0.1255999999999999
4.85,0.12751999999999988
4.9,0.12255999999999992
4.95,0.12647999999999993
5.0,0.12163999999999994
5.05,0.1270399999999999
5.1,0.12399999999999992
5.15,0.11967999999999994
5.2,0.11531999999999988
5.25,0.1256399999999999
5.3,0.11979999999999989
5.35,0.12643999999999994
5.4,0.12155999999999992
5.45,0.11387999999999991
5.5,0.12247999999999991
5.55,0.12167999999999993
5.6,0.11379999999999993
5.65,0.12511999999999995
5.7,0.12319999999999988
5.75,0.11511999999999989
5.8,0.12499999999999992
5.85,0.1181599999999999
5.9,0.12379999999999991
5.95,0.12443999999999988
6.0,0.1130799999999999
6.05,0.11447999999999992
6.1,0.1163999999999999
6.15,0.11451999999999993
6.2,0.10739999999999993
6.25,0.10947999999999991
6.3,0.11315999999999991
6.35,0.11455999999999991
6.4,0.11139999999999996
6.45,0.11343999999999989
6.5,0.11159999999999992
6.55,0.11431999999999994
6.6,0.10327999999999989
6.65,0.10331999999999993
6.7,0.10947999999999994
6.75,0.10763999999999992
6.8,0.1107999999999999
6.85,0.10955999999999995
6.9,0.1113999999999999
6.95,0.1026399999999999
7.0,0.10223999999999989
7.05,0.1130399999999999
7.1,0.10871999999999989
7.15,0.1083199999999999
7.2,0.11059999999999989
7.25,0.11127999999999989
7.3,0.10279999999999992
7.35,0.1009599999999999
7.4,0.10451999999999989
7.45,0.1051199999999999
7.5,0.10227999999999988
7.55,0.10379999999999989
7.6,0.10911999999999993
7.65,0.10291999999999993
7.7,0.10659999999999992
7.75,0.11311999999999992
7.8,0.10351999999999992
7.85,0.10043999999999992
7.9,0.1052399999999999
7.95,0.10203999999999991
8.0,0.10543999999999991
8.05,0.1086799999999999
8.1,0.10579999999999991
8.15,0.09975999999999992
8.2,0.09799999999999993
8.25,0.0996399999999999
8.3,0.10639999999999991
8.35,0.10103999999999991
8.4,0.09755999999999991
8.45,0.1015199999999999
8.5,0.09755999999999988
8.55,0.10251999999999992
8.6,0.1021999999999999
8.65,0.0970399999999999
8.7,0.10311999999999995
8.75,0.10259999999999991
8.8,0.1009599999999999
8.85,0.10323999999999992
8.9,0.10107999999999992
8.95,0.10223999999999991
9.0,0.0983599999999999
9.05,0.10423999999999993
9.1,0.10623999999999988
9.15,0.10019999999999993
9.2,0.09879999999999993
9.25,0.09755999999999992
9.3,0.10463999999999991
9.35,0.09939999999999992
9.4,0.09351999999999991
9.45,0.09699999999999992
9.5,0.09647999999999993
9.55,0.1031599999999999
9.6,0.09867999999999989
9.65,0.0987199999999999
9.7,0.0952799999999999
9.75,0.1003599999999999
9.8,0.10591999999999992
9.85,0.09587999999999991
9.9,0.09311999999999991
9.95,0.09839999999999988
10.0,0.09843999999999992
